"city, state_name",utm easting,utm northing,zone number,zone letter,population,density
"North Middletown, Kentucky",753250.3363745754,4225583.321338379,16,S,646,749
"Dicksonville, Pennsylvania",668042.984653163,4509056.949277531,17,T,645,276
"Genoa, Nevada",254934.9053979477,4323431.278295239,11,S,645,27
"Cordova, Illinois",722928.1005512953,4617436.234486599,15,T,645,433
"Milroy, Indiana",631761.0510298824,4373163.418388312,16,S,645,376
"Carey, Idaho",261209.31757163294,4799418.015745171,12,T,645,72
"Savanna, Oklahoma",240683.1899502883,3858446.049992788,15,S,645,175
"Stephen, Minnesota",656981.6801954655,5368695.076523131,14,U,645,319
"Winchester, Wisconsin",367362.26318943524,4895226.476712685,16,T,644,107
"Boomer, West Virginia",475484.10475223145,4222395.162017003,17,S,644,236
"Shoshoni, Wyoming",734914.0258825382,4791309.614721751,12,T,644,69
"Picture Rocks, Pennsylvania",356970.6602902479,4571291.511633918,18,T,644,255
"South Wilmington, Illinois",392675.18815720757,4558917.528735805,16,T,644,505
"Coffeen, Illinois",293308.06747511204,4329294.154436965,16,S,644,213
"Bryantown, Maryland",339407.4968952329,4268429.173514301,18,S,644,60
"Kirtland Hills, Ohio",473406.23289156565,4609434.444724594,17,T,644,44
"Minnesota Lake, Minnesota",433446.5306123649,4854524.160468267,15,T,644,153
"Barlow, Kentucky",318199.56891290913,4102495.926001858,16,S,644,451
"Lynch, Kentucky",329619.8238587567,4092601.3914258527,17,S,644,830
"Alexandria, South Dakota",598387.4677744688,4834167.74607168,14,T,644,398
"Ojo Amarillo, New Mexico",734928.8853031537,4064172.5519038183,12,S,643,126
"Spring Gardens, Texas",623976.5285890576,3071417.0347124357,14,R,643,247
"Barton, Vermont",723350.1172520726,4958852.333748387,18,T,643,219
"Green Valley, Illinois",275625.4247005085,4476311.42548549,16,T,643,825
"Blairsville, Georgia",229922.05029649864,3863287.3511938564,17,S,643,224
"Stanton, Iowa",323086.47949386865,4538777.540462017,15,T,643,271
"Agency, Iowa",558267.9430049134,4538710.647700828,15,T,643,382
"Rock Island, Oklahoma",365143.83858440275,3894352.9106916236,15,S,643,20
"Gilbert, South Carolina",463693.602477522,3753854.19610667,17,S,643,91
"Franklin, West Virginia",645053.7212266454,4278723.070832351,17,S,642,440
"Knippa, Texas",438538.3195744436,3242232.0108017037,14,R,642,48
"Caddo Valley, Arkansas",493743.55472801725,3783191.9458139543,15,S,642,80
"Shawnee, Ohio",396586.18063719233,4384754.948068612,17,S,642,110
"Huntsville, Utah",435153.4439199173,4567931.28434051,12,T,642,299
"Argyle, Minnesota",661834.6505858072,5356017.580310971,14,U,642,164
"Almena, Wisconsin",575239.7761940255,5029491.906662774,15,T,641,219
"Frost, Texas",706834.368975919,3551271.4237204785,14,S,641,218
"Bolton, North Carolina",739449.4908700269,3800416.5029549487,17,S,641,68
"Hartwick, New York",494992.35615205683,4722905.850847353,18,T,641,71
"Tidioute, Pennsylvania",633129.0511155708,4616005.834558219,17,T,641,230
"Noble, Illinois",393612.1218562407,4283907.789359472,16,S,641,243
"Harmony, Indiana",493726.56377844414,4376007.110009879,16,S,641,300
"Wittmann, Arizona",358783.4905421593,3738242.787717167,12,S,641,256
"Mendon, Ohio",709819.5475350365,4505454.810959803,16,T,641,445
"Elloree, South Carolina",539824.8440874363,3710149.8106506523,17,S,641,243
"Castlewood, South Dakota",655938.271498589,4954199.246078719,14,T,641,215
"Harrah, Washington",688917.5017112937,5142216.38282757,10,T,640,1142
"Francis Creek, Wisconsin",442405.42200524703,4894394.904303632,16,T,640,217
"Tivoli, Texas",706450.075510523,3150060.0937516326,14,R,640,221
"Clayton, Louisiana",638580.9553244719,3510618.8997938363,15,R,640,156
"Bordelonville, Louisiana",604857.0555249051,3441326.18031832,15,R,640,56
"Flintville, Tennessee",553215.8136953905,3879863.6465275423,16,S,640,46
"Nemacolin, Pennsylvania",591540.3983151552,4414809.279255603,17,S,640,172
"Reedsville, Pennsylvania",280811.59684395464,4504758.74033916,18,T,640,372
"Rowes Run, Pennsylvania",600908.9266638922,4429414.433423613,17,T,640,200
"Beaver Springs, Pennsylvania",312831.0412973209,4512792.095561721,18,T,640,182
"Jennerstown, Pennsylvania",665113.8753266913,4447706.63487311,17,T,640,128
"Simla, Colorado",579299.5725875889,4332802.346815563,13,S,640,401
"Vermont, Illinois",718522.3559051317,4463749.835566549,15,T,640,196
"Grafton, Illinois",723003.0082311512,4317309.994318805,15,S,640,66
"Brighton, Iowa",598877.5993813811,4558820.413597672,15,T,640,316
"Round Valley, Arizona",472190.8272031053,3783009.254567771,12,S,640,51
"Mount Lena, Maryland",274739.7348726152,4381540.750075875,18,S,640,197
"Malta, Ohio",425883.7170492818,4389434.861309143,17,S,640,719
"Story, Wyoming",348015.2043956819,4937311.14071124,13,T,639,34
"Roxton, Texas",247009.71304334357,3715067.2454721457,15,S,639,285
"Longville, Louisiana",478126.2361753401,3386292.802986442,15,R,639,43
"Whitsett, North Carolina",628579.0148473516,3993576.8213026426,17,S,639,95
"Elba, New York",728848.8515979659,4773179.202786471,17,T,639,242
"Waverly, Pennsylvania",441326.37559909385,4597689.235517825,18,T,639,157
"Stratton, Colorado",706641.4846147823,4353128.855527907,13,S,639,480
"Cardwell, Missouri",744046.4331011588,3992613.5394234033,15,S,639,391
"Rollingstone, Minnesota",594551.7963155102,4883580.326201009,15,T,639,566
"Alden, Minnesota",453765.64553334506,4835325.777037807,15,T,639,255
"Crowder, Mississippi",763831.2660999051,3785030.4784706975,15,S,639,540
"Dufur, Oregon",646304.2571885372,5034977.788007951,10,T,639,422
"Roeville, Florida",500699.1925898813,3394537.747879666,16,R,638,56
"St. Lucie Village, Florida",565034.713589921,3041612.7325416724,17,R,638,274
"Kotlik, Alaska",573213.1887823659,6989811.461561773,3,V,638,82
"West City, Illinois",329041.73696503334,4207181.960156163,16,S,638,153
"Findlay, Illinois",349184.9087128886,4376209.189153992,16,S,638,266
"Notus, Idaho",516124.37973532226,4841527.106512847,11,T,638,669
"Welling, Oklahoma",333331.6092475222,3969560.8783459,15,S,638,8
"Valleyview, Ohio",322941.84759637027,4425852.817807222,17,S,638,1726
"Lake Camelot, Wisconsin",279332.770591949,4899430.435142813,16,T,637,65
"Deweyville, Texas",426999.62227367767,3352649.354686561,15,R,637,21
"Robbinsville, North Carolina",244610.79134914,3912341.0936622373,17,S,637,370
"Mokelumne Hill, California",700571.9164574594,4242223.466091215,10,S,637,79
"Valier, Illinois",320584.660824326,4209739.218508192,16,S,637,218
"Cohutta, Georgia",686335.2789927821,3869832.3818840766,16,S,637,52
"Roberts, Idaho",409115.8522924046,4841459.783947633,12,T,637,784
"Bajandas, Puerto Rico",205546.8233437898,2010128.68566858,20,Q,637,380
"Talpa, New Mexico",446848.6351787522,4022056.2384551605,13,S,636,187
"Smithville, Georgia",759582.5351468017,3532782.9981189603,16,R,636,97
"Roseland, Indiana",562345.7033298048,4618693.819345781,16,T,636,638
"Moravia, Iowa",515238.8231270065,4526761.697074911,15,T,636,220
"Waterville, Kansas",693194.7969507712,4395988.7403817205,14,S,636,499
"Weir, Kansas",342727.25728918094,4130550.546141469,15,S,636,256
"Canistota, South Dakota",637811.6367863086,4828619.158559425,14,T,636,437
"Micanopy, Florida",375876.60178953985,3264731.4491124237,17,R,635,236
"Middleton, Tennessee",327639.0481319984,3881252.6564628314,16,S,635,117
"Sunset Bay, New York",653438.6600698906,4713726.339183518,17,T,635,369
"East Vandergrift, Pennsylvania",621588.4347505728,4495047.428588407,17,T,635,1943
"Lynn, Alabama",448733.44265965756,3768371.291658177,16,S,635,23
"Highfill, Arkansas",381113.0167767034,4015451.8943485995,15,S,635,13
"Alpha, Illinois",719699.8761305244,4563347.087583787,15,T,635,793
"Bull Creek, Missouri",481959.98953367805,4063287.258423499,15,S,635,1456
"Lake Benton, Minnesota",716163.1595901392,4904806.919012593,14,T,635,62
"McDowell, Kentucky",346641.69726414187,4147204.340158901,17,S,635,98
"Livingston, Wisconsin",709518.6880621536,4752916.375265154,15,T,634,235
"Jay, Florida",485452.9907609221,3424114.972523833,16,R,634,147
"Milnor, North Dakota",618908.2382745349,5124126.1255420055,14,T,634,248
"Dove Creek, Colorado",684341.7192303222,4182004.0334955878,12,S,634,427
"Elgin, Iowa",611291.3462493665,4756754.009189521,15,T,634,369
"Onida, South Dakota",415433.7113706093,4950712.482571744,14,T,634,364
"Clarkson, Nebraska",656248.0581251527,4620771.396675657,14,T,633,308
"Villa Heights, Virginia",598314.6023076738,4061946.807566511,17,S,633,254
"McDonald Chapel, Alabama",505711.2092577538,3708816.3408587,16,S,633,227
"Cedar Creek, Arizona",574619.4879090856,3751694.061022613,12,S,633,14
"Downey, Idaho",407597.59795623226,4697998.335239708,12,T,633,249
"Taconite, Minnesota",471606.7961807237,5242072.040805034,15,T,633,8
"Big Point, Mississippi",357661.3314476195,3385159.0668629934,16,R,633,83
"Trout Lake, Washington",613907.6460543801,5094821.628637046,10,T,632,35
"Norwalk, Wisconsin",690792.5156360294,4856195.342963571,15,T,632,236
"San Jose, New Mexico",400867.64333567524,3988579.1067775423,13,S,632,134
"Western Lake, Texas",611077.5219200854,3609946.4286222993,14,S,632,70
"Campbell, Texas",224537.4036629689,3671611.6179710696,15,S,632,183
"Potters Hill, North Carolina",253637.85777219365,3872432.1533282506,18,S,632,45
"Paul Smiths, New York",559427.8312814651,4920360.323016226,18,T,632,947
"Nelsonville, New York",588016.1325972519,4586928.421547812,18,T,632,236
"Smith River, California",404696.883557503,4642076.767891105,10,T,632,61
"Excel, Alabama",467373.1478969501,3476910.2945184265,16,R,632,148
"Bowdoinham, Maine",427772.7167675698,4874622.235951093,19,T,632,68
"Binger, Oklahoma",559698.1508782844,3907674.9691015943,14,S,632,279
"Rose City, Michigan",729583.3664784817,4922668.953855018,16,T,632,226
"Ulm, Montana",460385.15981602797,5251939.25885686,12,T,632,12
"Davis, West Virginia",633038.8383691071,4331953.403438314,17,S,631,133
"Mangham, Louisiana",614898.2017065602,3575340.99378616,15,S,631,227
"Golconda, Illinois",368301.15958066727,4136091.0020539416,16,S,631,496
"Gibson, Georgia",351294.3768549372,3678297.438508583,17,S,631,237
"Hayden, Arizona",520420.8366914897,3651252.7305063587,12,S,631,192
"Vayas, Puerto Rico",755557.0043926066,1997840.2703491156,19,Q,631,2273
"Brooksville, Kentucky",755166.6472476108,4285550.978954959,16,S,631,516
"Wingo, Kentucky",344488.0721190602,4056590.868105263,16,S,631,249
"Ridgeway, Wisconsin",256032.05016821393,4765007.079135154,16,T,630,195
"Man, West Virginia",421394.76347629866,4178696.4384610057,17,S,630,221
"Pinckard, Alabama",638638.2818598133,3465683.9682189724,16,R,630,45
"Parkers Settlement, Indiana",437297.1390219021,4210937.908644697,16,S,630,138
"The Lakes, Minnesota",283358.51055757224,4890545.111346073,15,T,630,7
"Hoyt, Kansas",266308.46089037566,4347937.926288519,15,S,630,518
"Melrose, New Mexico",625918.2453454611,3810564.7053427272,13,S,629,143
"Mermentau, Louisiana",540046.8135874649,3339624.1898847334,15,R,629,113
"Grosse Tete, Louisiana",649885.8511725299,3365783.5051124347,15,R,629,165
"Fish Springs, Nevada",270269.3900424243,4314970.281735032,11,S,629,26
"Hamilton, Virginia",269723.905994449,4335127.156715926,18,S,629,1161
"Hartford, Arkansas",374113.81688069075,3876530.3202373767,15,S,629,128
"Rancho Mesa Verde, Arizona",720073.531914224,3608750.3006568607,11,S,629,2162
"Risingsun, Ohio",296720.54272239323,4571248.756924631,17,T,629,426
"Springdale, Utah",322036.0150790522,4116900.2275933363,12,S,629,52
"Johnson City, Oregon",532907.8080955062,5027972.811006275,10,T,629,3485
"New Hope, Texas",727081.3474009072,3677379.7262991806,14,S,628,169
"Fallon Station, Nevada",352233.30285178375,4364247.942537826,11,S,628,85
"Westcliffe, Colorado",459213.47882495075,4220785.058729762,13,S,628,196
"Cheshire, Massachusetts",650843.4004969749,4713725.085770805,18,T,628,632
"Chattaroy, West Virginia",387725.5248468341,4173981.4456640845,17,S,627,118
"Paauilo, Hawaii",252135.21771297592,2217631.586705656,5,Q,627,232
"Laurel Hill, Florida",551943.802341183,3425750.17432813,16,R,627,65
"Lovelady, Texas",266807.1834761194,3446350.3249296714,15,R,627,183
"Ladonia, Texas",225881.88095815672,3702657.193792008,15,S,627,121
"Graford, Texas",570336.4986761261,3644598.2499110005,14,S,627,337
"Firth, Nebraska",702847.123328795,4489996.024447277,14,T,627,716
"Allardt, Tennessee",690034.4036173826,4028303.9013418844,16,S,627,64
"Taconic Shores, New York",619597.9556020049,4664023.841959273,18,T,627,291
"Mingoville, Pennsylvania",276090.78669131093,4535170.040386029,18,T,627,132
"Winterstown, Pennsylvania",361607.2486560957,4411339.50036876,18,S,627,100
"Boyce, Virginia",754259.5056044046,4331245.672548941,17,S,627,659
"Reece City, Alabama",589082.6737720099,3771136.3912809277,16,S,627,68
"East Barre, Vermont",703946.9870287178,4891673.507449977,18,T,627,90
"Davis, Illinois",301340.3745352259,4699412.526711656,16,T,627,597
"Painted Hills, Indiana",556021.2154021722,4360957.793216051,16,S,627,139
"Burneyville, Oklahoma",657978.1783513279,3752992.3579086205,14,S,627,14
"Lansing, Ohio",517743.70327577984,4436191.07774552,17,T,627,860
"Selby, South Dakota",419311.0408978916,5039648.591561084,14,T,627,339
"Fairfield, Washington",486806.4432936081,5247941.79283966,11,T,626,392
"Millville, Delaware",488809.30394396995,4265251.482382925,18,S,626,94
"Halaula, Hawaii",209360.32813409087,2238942.290423196,5,Q,626,91
"Kirtland, New Mexico",735794.0443611669,4070414.9296098133,12,S,626.0,134
"Stonewall, Texas",532777.2466311738,3346503.755450863,14,R,626,16
"Boothville, Louisiana",266452.54804616864,3247282.394539178,16,R,626,112
"Lake Winola, Pennsylvania",428992.6786088442,4595779.387194475,18,T,626,156
"West College Corner, Indiana",687342.2274389516,4382238.578083534,16,S,626,905
"Muddy, Montana",361490.1689766422,5048895.068438285,13,T,626,8
"Blue Berry Hill, Texas",618353.0767385049,3140500.5747987605,14,R,625,82
"Pilot Station, Alaska",611089.1233185919,6869552.763131907,3,V,625,150
"Lakota, North Dakota",548685.2618072258,5321274.778717453,14,U,625,241
"Michie, Tennessee",369993.74398594676,3880681.5800748942,16,S,625,42
"Ravine, Pennsylvania",382024.983908308,4491802.632706265,18,T,625,221
"Potrero, California",536890.7031975818,3608464.726120723,11,S,625,76
"English, Indiana",547260.3860339171,4243766.94978396,16,S,625,79
"Queen City, Missouri",536796.7248462171,4473654.805130467,15,T,625,234
"La Belle, Missouri",592484.2037960773,4441252.140686149,15,T,625,355
"Anguilla, Mississippi",702946.0676689651,3650265.484311776,15,S,625,233
"Sharon, South Carolina",468627.5677651299,3867773.9599752943,17,S,625,184
"Satsop, Washington",464001.69986151496,5207751.106994744,10,T,624,34
"New Berlin, Texas",586334.5935088741,3262517.0816313056,14,R,624,25
"Catawba, North Carolina",494038.66703878355,3951408.9022515044,17,S,624,61
"Redwood, New York",435683.37789170275,4905632.324704436,18,T,624,122
"Sandy Lake, Pennsylvania",576653.3293356415,4578038.731112686,17,T,624,289
"Morrisdale, Pennsylvania",733340.998649389,4536730.1619617455,17,T,624,143
"Derby Line, Vermont",728293.3338809195,4987121.583511623,18,T,624,332
"What Cheer, Iowa",553949.9647629461,4583341.147089863,15,T,624,196
"Randall, Minnesota",383983.63360629324,5104997.43921819,15,T,624,120
"Balaton, Minnesota",270744.48020369705,4901771.3307594685,15,T,624,166
"Camp Douglas, Wisconsin",719197.6395726646,4866578.27714484,15,T,623,240
"Avoca, Wisconsin",717283.5387107447,4785452.532614931,15,T,623,106
"Hawley, Texas",423892.42537510593,3607644.7606114177,14,S,623,82
"Dodge City, Alabama",510734.35114701104,3767184.869531677,16,S,623,69
"New Market, Indiana",506705.3578712491,4422510.352692566,16,S,623,883
"Hayden Lake, Idaho",518299.21181079344,5290076.990660927,11,T,623,393
"Carney, Oklahoma",679314.623186575,3964304.13681705,14,S,623,138
"Vienna Center, Ohio",528987.3949125878,4564846.993259787,17,T,623,251
"Iberia, Ohio",344465.4399787657,4504274.9957798505,17,T,623,62
"Neffs, Ohio",515605.00346594345,4431324.9364049835,17,T,623,60
"Pueblito del Carmen, Puerto Rico",800103.1496672791,1995980.7084902741,19,Q,623,264
"Tripp, South Dakota",583987.3072868715,4786375.840444932,14,T,623,405
"Ferndale, Florida",431435.69247089484,3166308.672517755,17,R,622,89
"Richfield, North Carolina",567365.0264353255,3925452.872384142,17,S,622,106
"Hammondsport, New York",317024.13239108236,4697494.985710744,18,T,622,695
"Oneida Castle, New York",448465.1620951358,4770048.67183306,18,T,622,467
"Wyano, Pennsylvania",611153.0234172941,4450939.913588707,17,T,622,203
"Doyle, California",745994.3305180023,4434791.476590594,10,T,622,39
"St. Francisville, Illinois",443619.62852458924,4271689.567131882,16,S,622,322
"Fontanelle, Iowa",369359.4798994508,4572124.500889999,15,T,622,251
"Farmington, Iowa",606621.5710249656,4499436.957013402,15,T,622,512
"Bettsville, Ohio",312822.51423346874,4568261.219518343,17,T,622,460
"Glenville, Minnesota",477253.90564100095,4824576.060810325,15,T,622,214
"Port Austin, Michigan",340207.4090736393,4878593.79492783,17,T,622,243
"Peterstown, West Virginia",518144.32914556493,4139167.0398595575,17,S,621,757
"Patterson Springs, North Carolina",453029.5955652358,3899004.443398615,17,S,621,263
"Imboden, Arkansas",663414.3229703929,4007895.9881220865,15,S,621,249
"Huntington, Arkansas",384540.98675797693,3882792.472653177,15,S,621,358
